5.329799827523389738e-02,5.149510571957612859e-01
-2.973486913057426517e-01,-5.605161477055858182e-02
9.062447266791339162e-01,-7.727933883269449966e-01
1.047852084711009102e+00,-4.388359479873849556e-01
5.807960127156835961e-01,-6.279748182667331813e-01
-3.460957225648839675e-01,-1.388325472443378283e-01
9.751534994709014637e-01,2.085590884984500903e-01
8.111164887038683213e-01,-1.291921408183195341e-01
9.788965989361886333e-01,-1.278491667549057353e-01
5.990756956072053052e-01,4.932785453237031326e-01
-1.127715093792299589e-01,4.268509110972867893e-01
5.697312518025655637e-01,3.414388089788440994e-01
3.564217137514775757e-01,8.132177659984886064e-01
-1.569919219395262411e-01,4.328426534766283695e-01
-4.490375135042100063e-01,-6.412819209374635010e-01
-4.394470630274213696e-01,-5.776673343399247873e-01
-1.985917002495077577e-01,4.368285153833416090e-01
-3.204028777765255409e-01,-1.510577221609379905e-01
-4.103345324854920650e-01,-5.597378771614128778e-01
-4.146400129004977897e-01,-7.797982514916936836e-01
6.394033111755643983e-02,5.939524670624507507e-01
-2.541619329507167624e-01,-3.782742122137363605e-01
-3.135333815349492514e-01,-5.658828897403540559e-01
5.120905865756570502e-02,3.878754238903116547e-01
-3.904698442826797233e-01,-3.367037451971360840e-01
5.075038708451704711e-02,7.785245345569841158e-01
8.008470568137368018e-01,4.114352194495362602e-01
2.128318596353148129e-01,8.852716784896517144e-01
-3.108817276159815401e-01,-6.479589756758991070e-02
6.714848459577396067e-01,6.688190030231198069e-01
-4.379245637048315709e-01,-4.678921885164305516e-01
-4.728990750595825077e-01,-7.856895358504908389e-01
-4.617285894100107146e-01,-7.544865161298497380e-01
-4.730331103341294807e-01,-6.419875856493277855e-01
-3.938962303036848134e-01,-3.120314850255797579e-01
-6.029853259618751099e-02,3.511805973732504138e-01
-4.211550968782492022e-01,-5.871251444236015304e-01
1.365497852214427044e-01,7.684958230314493655e-01
-2.061009048563283985e-01,9.939918711262288320e-02
7.609789907133914788e-01,-5.252480411202087307e-01
-6.606978629413443049e-02,6.621666111323137871e-01
2.884079358148660677e-01,9.913835423490494625e-01
-1.511267722343844211e-01,3.450998386064966228e-01
1.297879160106429619e-01,5.782812418392216935e-01
-4.499511080514448924e-01,-5.405140829604383468e-01
1.372877822907254686e-01,7.434467617892113189e-01
8.846336674681742895e-02,7.640144074494957804e-01
-4.582414180494845390e-01,-6.804173923431671156e-01
-4.705526940612465570e-01,-7.753002391856436137e-01
-4.154951145833852277e-01,-4.190756993899775185e-01
-2.542397122735035042e-01,1.689203112710914723e-01
-3.206946372634930653e-01,8.158901585676624213e-02
-3.430096092461457635e-01,-1.113256246613814893e-01
